1.870000000000000000e+02,0.000000000000000000e+00,5.076573941015143419e+02,9.914389781629910203e+02
1.870000000000000000e+02,0.000000000000000000e+00,4.933952462294657835e+02,1.431265215765521589e+03
1.870000000000000000e+02,0.000000000000000000e+00,5.044369090981485897e+02,1.410102028600546191e+03
1.870000000000000000e+02,0.000000000000000000e+00,5.532042534348307754e+02,1.376516970708302779e+03
1.870000000000000000e+02,0.000000000000000000e+00,5.918500734752204835e+02,1.420683622183034004e+03
1.870000000000000000e+02,0.000000000000000000e+00,5.812684798927327847e+02,1.477272144385033243e+03
1.870000000000000000e+02,0.000000000000000000e+00,4.763726826402465235e+02,1.476352005812642801e+03
1.870000000000000000e+02,0.000000000000000000e+00,4.276053383035642810e+02,1.371456208560156483e+03
1.870000000000000000e+02,0.000000000000000000e+00,4.570497726200516695e+02,1.370536069987766268e+03
1.870000000000000000e+02,0.000000000000000000e+00,4.910948997984901894e+02,1.348452744250400883e+03
